policy_id,source,sdlc_stage,sdlc_confidence,sdlc_secondary_stages,sdlc_rationale,scope,policy_description,reference
ASVS-365,OWASP_ASVS,Implementation,high,,Continuing to operate securely when external resource access fails using circuit breakers or graceful degradation is an implementation practice.,"","16.5.2 Verify that the application continues to operate securely when external resource access fails by using patterns such as circuit breakers or graceful degradation.","16.5.2"
ASVS-366,OWASP_ASVS,Implementation,high,,Failing gracefully and securely including when exceptions occur to prevent fail-open conditions is an implementation practice.,"","16.5.3 Verify that the application fails gracefully and securely preventing fail-open conditions such as processing a transaction despite errors resulting from validation logic.","16.5.3"
ASVS-367,OWASP_ASVS,Implementation,high,,Defining a last-resort error handler to catch all unhandled exceptions and prevent process crashes is an implementation practice.,"","16.5.4 Verify that a last resort error handler is defined which will catch all unhandled exceptions to avoid losing error details and ensure an error does not take down the entire application process.","16.5.4"
ASVS-368,OWASP_ASVS,Deployment,high,Implementation,Restricting TURN service to only allow access to non-reserved IP addresses is a deployment configuration practice.,"Systems that operate their own TURN servers.","17.1.1 Verify that the TURN service only allows access to IP addresses that are not reserved for special purposes.","17.1.1"
ASVS-369,OWASP_ASVS,Implementation,high,,Protecting TURN service from resource exhaustion when users open a large number of ports is an implementation practice.,"Systems that operate their own TURN servers.","17.1.2 Verify that the TURN service is not susceptible to resource exhaustion when legitimate users attempt to open a large number of ports on the TURN server.","17.1.2"
ASVS-370,OWASP_ASVS,Implementation,high,,Managing and protecting the DTLS certificate key based on cryptographic key management policy is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.1 Verify that the key for the DTLS certificate is managed and protected based on the documented policy for management of cryptographic keys.","17.2.1"
ASVS-371,OWASP_ASVS,Implementation,high,,Configuring the media server to use approved DTLS cipher suites and secure DTLS-SRTP protection profiles is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.2 Verify that the media server is configured to use and support approved DTLS cipher suites and a secure protection profile for DTLS-SRTP.","17.2.2"
ASVS-372,OWASP_ASVS,Implementation,high,,Checking SRTP authentication at the media server to prevent RTP injection attacks is an implementation security practice.,"Systems that host their own WebRTC media servers.","17.2.3 Verify that SRTP authentication is checked at the media server to prevent RTP injection attacks.","17.2.3"
ASVS-373,OWASP_ASVS,Implementation,high,,Ensuring the media server can continue processing when encountering malformed SRTP packets is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.4 Verify that the media server is able to continue processing incoming media traffic when encountering malformed SRTP packets.","17.2.4"
ASVS-374,OWASP_ASVS,Implementation,high,,Ensuring the media server can continue processing during a flood of SRTP packets from legitimate users is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.5 Verify that the media server is able to continue processing incoming media traffic during a flood of SRTP packets from legitimate users.","17.2.5"
ASVS-375,OWASP_ASVS,Implementation,high,,Ensuring the media server is not susceptible to the ClientHello Race Condition vulnerability in DTLS is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.6 Verify that the media server is not susceptible to the ClientHello Race Condition vulnerability in DTLS.","17.2.6"
ASVS-376,OWASP_ASVS,Implementation,high,,Ensuring audio/video recording mechanisms can continue processing during SRTP packet floods is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.7 Verify that any audio or video recording mechanisms associated with the media server are able to continue processing during a flood of SRTP packets.","17.2.7"
ASVS-377,OWASP_ASVS,Implementation,high,,Checking the DTLS certificate against the SDP fingerprint attribute and terminating the media stream if the check fails is an implementation practice.,"Systems that host their own WebRTC media servers.","17.2.8 Verify that the DTLS certificate is checked against the SDP fingerprint attribute terminating the media stream if the check fails.","17.2.8"
ASVS-378,OWASP_ASVS,Implementation,high,,Implementing rate limiting on WebRTC signaling servers to continue processing during flood attacks is an implementation practice.,"Systems that operate their own WebRTC signaling servers.","17.3.1 Verify that the signaling server is able to continue processing legitimate incoming signaling messages during a flood attack using rate limiting.","17.3.1"
ASVS-379,OWASP_ASVS,Implementation,high,,Ensuring the signaling server handles malformed signaling messages safely to prevent denial of service is an implementation practice.,"Systems that operate their own WebRTC signaling servers.","17.3.2 Verify that the signaling server is able to continue processing legitimate signaling messages when encountering malformed signaling messages.","17.3.2"
ASVS-380,OWASP_ASVS,Implementation,high,,Using only approved hash functions with HMAC-DRBG or Hash-DRBG is an implementation cryptographic requirement.,"","The underlying hash function used with HMAC-DRBG or Hash-DRBG must be approved for this usage.","NISTSP800-90A"
ASVS-381,OWASP_ASVS,Implementation,high,,Prohibiting insecure modes of operation such as ECB in cryptographic implementations is an implementation security requirement.,"","Many modes of operations such as Electronic codebook (ECB) are insecure and must not be used.",""
ASVS-382,OWASP_ASVS,Implementation,high,,Using GCM or CCM modes of operation for authenticated encryption in modern applications is an implementation practice.,"","The GCM and CCM modes of operations provide authenticated encryption and should be used in modern applications.","NISTSP800-38D; NISTSP800-38C"
ASVS-383,OWASP_ASVS,Implementation,high,,Authenticating all encrypted messages is an implementation cryptographic requirement.,"","All encrypted messages must be authenticated.",""
ASVS-384,OWASP_ASVS,Implementation,high,,When using CBC mode always including an associated MAC algorithm using Encrypt-Then-Hash unless CBC must not be used is an implementation cryptographic requirement.,"","For ANY use of CBC mode there MUST be an associated hashing MAC algorithm to validate the message applied in Encrypt-Then-Hash method.","NISTSP800-38A"
ASVS-385,OWASP_ASVS,Implementation,high,,Verifying padding validation is performed in constant time when using CBC mode is an implementation security requirement.,"","If CBC is used it shall be guaranteed that the verification of the padding is performed in constant time.",""
ASVS-386,OWASP_ASVS,Implementation,high,,Noting that CCM-8 only provides 64 bits of security is an implementation documentation note.,"","When using CCM-8 the MAC tag only has 64 bits of security. This does not conform to requirement 6.2.9 which requires at least 128 bits of security.",""
ASVS-387,OWASP_ASVS,Implementation,high,,Using AES-256 specifically for key wrapping following NIST SP 800-38F is an implementation cryptographic requirement.,"","Specifically AES-256 MUST be used for key wrapping following NIST SP 800-38F and considering forward-looking provisions against the quantum threat.","NISTSP800-38F"
ASVS-388,OWASP_ASVS,Implementation,medium,,Documenting motivation in the cryptography inventory when using AES-192 or AES-128 due to use case requirements is an implementation documentation practice.,"","AES-192 and AES-128 MAY be used if the use case demands it but its motivation MUST be documented in the entity's cryptography inventory.",""
ASVS-389,OWASP_ASVS,Implementation,high,,Protecting encrypted data against unauthorized modification using authenticated encryption except for disk encryption is an implementation cryptographic requirement.,"","With the exception of disk encryption encrypted data must be protected against unauthorized modification using some form of authenticated encryption scheme.",""
ASVS-390,OWASP_ASVS,Implementation,high,,Preferring approved AEAD schemes or combining approved cipher and MAC in Encrypt-then-MAC construct is an implementation cryptographic practice.,"","The application should preferably use an approved AEAD scheme or alternatively combine an approved cipher scheme and an approved MAC algorithm with Encrypt-then-MAC.",""
ASVS-391,OWASP_ASVS,Implementation,low,,MAC-then-encrypt is still allowed for compatibility with legacy applications such as TLS v1.2 with old cipher suites.,"","MAC-then-encrypt is still allowed for compatibility with legacy applications. It is used in TLS v1.2 with old cipher suites.",""
ASVS-392,OWASP_ASVS,Implementation,high,,Prohibiting hash functions with less than 254 bits of output for digital signatures or collision-resistance applications is an implementation cryptographic requirement.,"","Hash functions with less than 254 bits of output have insufficient collision resistance and must not be used for digital signatures or other applications requiring collision resistance.",""
ASVS-393,OWASP_ASVS,Implementation,high,,Using dedicated slow-hashing algorithms for secure password hashing to mitigate brute-force attacks is an implementation security requirement.,"","For secure password hashing dedicated hash functions must be used. These slow-hashing algorithms mitigate brute-force and dictionary attacks by increasing the computational difficulty.",""
ASVS-394,OWASP_ASVS,Implementation,high,,Using argon2id with recommended parameters t=1: m>=47104 p=1 for password hashing is an implementation cryptographic requirement.,"","argon2id RFC9106 t=1: m>=47104 (46MiB) p=1 is an approved password hashing configuration.","RFC9106"
ASVS-395,OWASP_ASVS,Implementation,high,,Using argon2id with parameters t=2: m>=19456 p=1 is an approved password hashing configuration.,"","argon2id RFC9106 t=2: m>=19456 (19MiB) p=1 is an approved password hashing configuration.","RFC9106"
ASVS-396,OWASP_ASVS,Implementation,high,,Using argon2id with parameters t>=3: m>=12288 p=1 is an approved password hashing configuration.,"","argon2id RFC9106 t>=3: m>=12288 (12MiB) p=1 is an approved password hashing configuration.","RFC9106"
ASVS-397,OWASP_ASVS,Implementation,high,,Using scrypt with parameters p=1: N>=2^17 r=8 is an approved password hashing configuration.,"","scrypt RFC7914 p=1: N>=2^17 (128MiB) r=8 is an approved password hashing configuration.","RFC7914"
ASVS-398,OWASP_ASVS,Implementation,high,,Using scrypt with parameters p=2: N>=2^16 r=8 is an approved password hashing configuration.,"","scrypt RFC7914 p=2: N>=2^16 (64MiB) r=8 is an approved password hashing configuration.","RFC7914"
ASVS-399,OWASP_ASVS,Implementation,high,,Using scrypt with parameters p>=3: N>=2^15 r=8 is an approved password hashing configuration.,"","scrypt RFC7914 p>=3: N>=2^15 (32MiB) r=8 is an approved password hashing configuration.","RFC7914"
ASVS-400,OWASP_ASVS,Implementation,high,,Using bcrypt with cost >= 10 is an approved password hashing configuration.,"","bcrypt with Future-Adaptable cost>=10 is an approved password hashing configuration.",""
ASVS-401,OWASP_ASVS,Implementation,high,,Using PBKDF2-HMAC-SHA-512 with at least 210000 iterations is an approved password hashing configuration.,"","PBKDF2-HMAC-SHA-512 with iterations>=210000 is an approved password hashing configuration.","NISTSP800-132; FIPS180-4"
ASVS-402,OWASP_ASVS,Implementation,high,,Using approved password-based key derivation functions for password storage is an implementation cryptographic practice.,"","Approved password-based key derivation functions can be used for password storage.",""
ASVS-403,OWASP_ASVS,Implementation,high,,Ensuring all key exchange schemes provide at least 112 bits of security is an implementation cryptographic requirement.,"","A security strength of 112 bits or above MUST be ensured for all Key Exchange schemes.",""
ASVS-404,OWASP_ASVS,Implementation,high,,Using Finite Field Diffie-Hellman with L>=3072 and N>=256 for key exchange is an approved cryptographic configuration.,"","Finite Field Diffie-Hellman (FFDH) L>=3072 and N>=256 is an approved key exchange configuration.",""
ASVS-405,OWASP_ASVS,Implementation,high,,Using Elliptic Curve Diffie-Hellman with f>=256-383 bit curves is an approved key exchange configuration.,"","Elliptic Curve Diffie-Hellman (ECDH) f>=256-383 is an approved key exchange configuration.",""
ASVS-406,OWASP_ASVS,Implementation,high,,Prohibiting RSA-PKCS#1 v1.5 for encrypted key transport is an implementation cryptographic requirement.,"","Encrypted key transport with RSA-PKCS#1 v1.5 is disallowed.","RFC8017"
ASVS-407,OWASP_ASVS,Implementation,high,,Prohibiting IKEv1 in production and requiring compliance with NIST SP800-56A/B and NIST SP800-77 is an implementation cryptographic requirement.,"","Any new implementation MUST NOT use any scheme not compliant with NISTSP800-56A and NISTSP800-56B and NISTSP800-77. IKEv1 MUST NOT be used in production.","NISTSP800-56A; NISTSP800-77"
ASVS-408,OWASP_ASVS,Implementation,high,,Using only approved Diffie-Hellman groups from the approved list for key exchange is an implementation cryptographic requirement.,"","Only approved Diffie-Hellman groups are approved for implementations of Diffie-Hellman key exchange.","NISTSP800-56A; NISTSP800-57Part1Rev.5"
ASVS-409,OWASP_ASVS,Implementation,high,,Using HMAC-SHA-256 is an approved MAC algorithm for implementation.,"","HMAC-SHA-256 per RFC2104 and FIPS198-1 is an approved MAC algorithm.","RFC2104; FIPS198-1"
ASVS-410,OWASP_ASVS,Implementation,high,,Using HMAC-SHA-384 is an approved MAC algorithm for implementation.,"","HMAC-SHA-384 per RFC2104 and FIPS198-1 is an approved MAC algorithm.","RFC2104; FIPS198-1"
ASVS-411,OWASP_ASVS,Implementation,high,,Using signature schemes with approved key sizes and parameters per NIST SP800-57 Part 1 is an implementation cryptographic requirement.,"","Signature schemes MUST use approved key sizes and parameters per NISTSP800-57Part1.","NISTSP800-57Part1"
ASVS-412,OWASP_ASVS,Implementation,medium,,Following FIPS-203 FIPS-204 and FIPS-205 for post-quantum cryptography implementations is an implementation practice.,"","Post-quantum cryptography (PQC) implementations should follow FIPS-203 FIPS-204 and FIPS-205.","FIPS-203; FIPS-204; FIPS-205"
ASVS-413,OWASP_ASVS,Implementation,low,,Using the proposed mlkem768x25519 post-quantum hybrid TLS key agreement when available in approved libraries is an implementation guidance note.,"","The proposed mlkem768x25519 post-quantum hybrid TLS key agreement method may be used in cryptographic testing environments or when available within industry- or government-approved libraries.",""
ASVS-414,OWASP_ASVS,Implementation,low,,Providing a password strength meter to help users set stronger passwords is an implementation recommendation.,"","A password strength meter should be provided to help users set a stronger password.","security.txt RFC (referenced nearby)"
ASVS-415,OWASP_ASVS,Deployment,medium,Implementation,Creating a publicly available security.txt file at the root or .well-known directory for security contact information is a deployment practice.,"","Create a publicly available security.txt file at the root or .well-known directory of the application that clearly defines a link or email address for people to contact owners about security issues.","RFC (security.txt referenced)"
ASVS-416,OWASP_ASVS,Implementation,medium,,Enforcing client-side input validation in addition to server-side validation to detect bypass attempts is an implementation practice.,"","Client-side input validation should be enforced in addition to validation at a trusted service layer as this provides a good opportunity to discover when someone has bypassed client-side controls.",""
ASVS-417,OWASP_ASVS,Deployment,medium,Implementation,Using robots.txt or X-Robots-Tag to prevent sensitive pages from appearing in search engines is a deployment practice.,"","Prevent accidentally accessible and sensitive pages from appearing in search engines using a robots.txt file the X-Robots-Tag response header or a robots html meta tag.",""
ASVS-418,OWASP_ASVS,Design,medium,,Implementing GraphQL authorization logic at the business logic layer instead of the GraphQL or resolver layer is a design-level decision.,"","When using GraphQL implement authorization logic at the business logic layer instead of the GraphQL or resolver layer to avoid having to handle authorization on every separate interface.",""
ASVS-419,OWASP_ASVS,Design,high,,Centralizing and simplifying security controls to ensure they are verifiably secure and reusable is a design-level principle.,"","Security controls should be centralized simple verifiably secure and reusable to avoid duplicate missing or ineffective controls.",""
ASVS-420,OWASP_ASVS,Implementation,medium,,Using previously written and well-vetted security control implementations rather than implementing from scratch is an implementation principle.,"","Wherever possible use previously written and well-vetted security control implementations rather than relying on implementing controls from scratch.",""
ASVS-421,OWASP_ASVS,Design,medium,,Using a single access control mechanism for all requests to access protected data and resources is a design-level principle.,"","Ideally a single access control mechanism should be used to access protected data and resources. All requests should pass through this single mechanism.",""
ASVS-422,OWASP_ASVS,Design,medium,,Using attribute or feature-based access control where code checks user authorization for features and data is a design-level recommendation.,"","Attribute or feature-based access control is a recommended pattern whereby the code checks the user's authorization for a feature or data item rather than just their role.",""
ASVS-423,OWASP_ASVS,Planning,high,,Verifying the use of a secure software development lifecycle that addresses security in all stages is a planning-level requirement.,"","Verify the use of a secure software development lifecycle that addresses security in all stages of development.","OWASPSoftwareAssuranceMaturityModelProject; MicrosoftSDL"
ASVS-424,OWASP_ASVS,Design,high,,Using threat modeling for every design change or sprint planning to identify threats and plan countermeasures is a design-level practice.,"","Verify the use of threat modeling for every design change or sprint planning to identify threats plan for countermeasures facilitate appropriate risk responses and guide security testing.","OWASPThreatModelingCheatSheet; OWASPThreatmodeling"
ASVS-425,OWASP_ASVS,Requirements Analysis,high,,Ensuring all user stories and features contain functional security constraints is a requirements analysis practice.,"","Verify that all user stories and features contain functional security constraints.",""
ASVS-426,OWASP_ASVS,Planning,medium,,Making available a secure coding checklist security requirements guideline or policy to all developers and testers is a planning activity.,"","Verify availability of a secure coding checklist security requirements guideline or policy to all developers and testers.",""
ASVS-427,OWASP_ASVS,Maintenance,medium,,Maintaining an ongoing process to ensure application source code is free from backdoors malicious code and hidden features is a maintenance activity.,"","Verify that an ongoing process exists to ensure that the application source code is free from backdoors malicious code and undocumented or hidden features.",""
ASVS-428,OWASP_ASVS,Maintenance,high,,Detecting and responding to configuration drift in deployed environments using immutable infrastructure or drift detection tools is a maintenance activity.,"","Verify that mechanisms are in place to detect and respond to configuration drift in deployed environments.",""
ASVS-429,OWASP_ASVS,Deployment,high,,Performing configuration hardening on all third-party products libraries frameworks and services per their recommendations is a deployment practice.,"","Verify that configuration hardening is performed on all third-party products libraries frameworks and services as per their individual recommendations.",""
LLM-001,OWASP_LLM_Top10,Implementation,high,,System prompt design controls including role/capability constraints and context adherence instructions are implemented during development of the LLM application.,"","Provide specific instructions about the model's role capabilities and limitations within the system prompt. Enforce strict context adherence limit responses to specific tasks or topics and instruct the model to ignore attempts to modify core instructions.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-002,OWASP_LLM_Top10,Implementation,high,,Specifying output formats and validation mechanisms to enforce LLM output structure is an implementation-time control against prompt injection.,"","Specify clear output formats request detailed reasoning and source citations and use deterministic code to validate adherence to these formats.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-003,OWASP_LLM_Top10,Implementation,high,,Building semantic filters and RAG Triad evaluation to scan for disallowed content in LLM outputs is an implementation control.,"","Define sensitive categories and construct rules for identifying and handling such content. Apply semantic filters and use string-checking to scan for non-allowed content. Evaluate responses using the RAG Triad: Assess context relevance groundedness and question/answer relevance to identify potentially malicious outputs.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-004,OWASP_LLM_Top10,Implementation,high,,Providing the application its own API tokens and restricting model access privileges to the minimum necessary is an implementation-level least-privilege control.,"","Provide the application with its own API tokens for extensible functionality and handle these functions in code rather than providing them to the model. Restrict the model's access privileges to the minimum necessary for its intended operations.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-005,OWASP_LLM_Top10,Implementation,high,,Implementing human-on-the-loop controls for privileged operations prevents unauthorized actions at the implementation level.,"","Implement human-on-the-loop controls for privileged operations to prevent unauthorized actions.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-006,OWASP_LLM_Top10,Implementation,high,,Separating and denoting untrusted content to limit its influence is an implementation-level prompt injection mitigation.,"","Separate and clearly denote untrusted content to limit its influence on user prompts.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-007,OWASP_LLM_Top10,Testing,high,,Performing regular penetration testing and breach simulations treating the model as an untrusted user is a testing activity.,"","Perform regular penetration testing and breach simulations treating the model as an untrusted user to test the effectiveness of trust boundaries and access controls.","LLM01:2025 Prompt Injection; OWASP Top 10 for LLM Applications v2.0"
LLM-008,OWASP_LLM_Top10,Implementation,high,,Implementing data sanitization to prevent user data from entering the training model including scrubbing or masking sensitive content is an implementation control.,"LLM applications","Implement data sanitization to prevent user data from entering the training model. This includes scrubbing or masking sensitive content before it is used in training.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-009,OWASP_LLM_Top10,Implementation,high,,Applying strict input validation to detect and filter out potentially harmful or sensitive data inputs is an implementation control.,"","Apply strict input validation methods to detect and filter out potentially harmful or sensitive data inputs ensuring they do not compromise the model.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-010,OWASP_LLM_Top10,Implementation,high,,Limiting access to sensitive data based on least privilege is an implementation-level access control.,"","Limit access to sensitive data based on the principle of least privilege. Only grant access to data that is necessary for the specific user or process.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-011,OWASP_LLM_Top10,Implementation,high,,Limiting model access to external data sources and ensuring secure runtime data orchestration is an implementation control preventing data leakage.,"","Limit model access to external data sources and ensure runtime data orchestration is securely managed to avoid unintended data leakage.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-012,OWASP_LLM_Top10,Implementation,medium,,Utilizing federated learning to train models using decentralized data minimizes centralized collection exposure and is an implementation design choice.,"","Utilize Federated Learning. Train models using decentralized data stored across multiple servers or devices. This approach minimizes the need for centralized data collection and reduces exposure risks.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-013,OWASP_LLM_Top10,Implementation,medium,,Incorporating differential privacy techniques that add noise to data or outputs is an implementation control against membership inference attacks.,"","Incorporate Differential Privacy. Apply techniques that add noise to the data or outputs making it difficult for attackers to reverse-engineer individual data points.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-014,OWASP_LLM_Top10,Maintenance,medium,,Providing guidance and training to users on avoiding input of sensitive information and best practices for interacting with LLMs is a maintenance and operational activity.,"","Provide guidance on avoiding the input of sensitive information. Offer training on best practices for interacting with LLMs securely.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-015,OWASP_LLM_Top10,Planning,high,,Maintaining clear policies about data retention usage and deletion and allowing users to opt out of training is a planning and governance activity.,"","Maintain clear policies about data retention usage and deletion. Allow users to opt out of having their data included in training processes.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-016,OWASP_LLM_Top10,Implementation,high,,Limiting the ability for users to override or access the system's initial settings is an implementation control reducing internal configuration exposure.,"","Limit the ability for users to override or access the system's initial settings reducing the risk of exposure to internal configurations.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-017,OWASP_LLM_Top10,Implementation,high,,Following guidelines such as OWASP API8:2023 to prevent leaking sensitive information through error messages or configuration details is an implementation control.,"","Follow guidelines like OWASP API8:2023 Security Misconfiguration to prevent leaking sensitive information through error messages or configuration details.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0; OWASP API8:2023 Security Misconfiguration"
LLM-018,OWASP_LLM_Top10,Implementation,medium,,Using homomorphic encryption to enable secure data analysis while maintaining data confidentiality is an implementation control.,"","Use homomorphic encryption to enable secure data analysis and privacy-preserving machine learning. This ensures data remains confidential while being processed by the model.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-019,OWASP_LLM_Top10,Implementation,high,,Implementing tokenization to preprocess and sanitize sensitive information using pattern matching to detect and redact confidential content is an implementation control.,"","Implement tokenization to preprocess and sanitize sensitive information. Techniques like pattern matching can detect and redact confidential content before processing.","LLM02:2025 Sensitive Information Disclosure; OWASP Top 10 for LLM Applications v2.0"
LLM-020,OWASP_LLM_Top10,Planning,high,,Carefully vetting data sources and suppliers and regularly reviewing supplier security posture is a planning and procurement activity.,"","Carefully vet data sources and suppliers including T&Cs and their privacy policies only using trusted suppliers. Regularly review and audit supplier Security and Access ensuring no changes in their security posture or T&Cs.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-021,OWASP_LLM_Top10,Maintenance,high,,Applying OWASP A06:2021 mitigations including vulnerability scanning management and patching components is a maintenance activity for supply chain risk.,"","Understand and apply the mitigations found in the OWASP Top Ten's A06:2021 Vulnerable and Outdated Components. This includes vulnerability scanning management and patching components. For development environments with access to sensitive data apply these controls in those environments too.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0; A06:2021 Vulnerable and Outdated Components"
LLM-022,OWASP_LLM_Top10,Testing,high,,Applying comprehensive AI Red Teaming and Evaluations when selecting a third-party model is a testing and evaluation activity during procurement.,"","Apply comprehensive AI Red Teaming and Evaluations when selecting a third party model.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-023,OWASP_LLM_Top10,Implementation,high,,Maintaining an up-to-date Software Bill of Materials (SBOM) to detect and alert for new vulnerabilities is an implementation-time supply chain control.,"","Maintain an up-to-date inventory of components using a Software Bill of Materials (SBOM) to ensure you have an up-to-date accurate and signed inventory preventing tampering with deployed packages. SBOMs can be used to detect and alert for new zero-day vulnerabilities quickly.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0; OWASP CycloneDX"
LLM-024,OWASP_LLM_Top10,Planning,high,,Creating an inventory of all types of licenses and conducting regular audits using BOMs and automated license management tools is a planning and governance activity.,"","To mitigate AI licensing risks create an inventory of all types of licenses involved using BOMs and conduct regular audits of all software tools and datasets ensuring compliance and transparency. Use automated license management tools for real-time monitoring and train teams on licensing models.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-025,OWASP_LLM_Top10,Implementation,high,,Using only models from verifiable sources with third-party integrity checks signing and file hashes is an implementation-level supply chain integrity control.,"","Only use models from verifiable sources and use third-party model integrity checks with signing and file hashes to compensate for the lack of strong model provenance. Similarly use code signing for externally supplied code.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-026,OWASP_LLM_Top10,Maintenance,high,,Implementing strict monitoring and auditing for collaborative model development environments to detect abuse is a maintenance activity.,"","Implement strict monitoring and auditing practices for collaborative model development environments to prevent and quickly detect any abuse.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-027,OWASP_LLM_Top10,Testing,medium,,Anomaly detection and adversarial robustness tests on supplied models and data to detect tampering and poisoning should be part of MLOps pipelines or red teaming.,"","Anomaly detection and adversarial robustness tests on supplied models and data can help detect tampering and poisoning. Ideally this should be part of MLOps and LLM pipelines; however these are emerging techniques and may be easier to implement as part of red teaming exercises.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0; LLM04 Data and Model Poisoning"
LLM-028,OWASP_LLM_Top10,Maintenance,high,,Implementing a patching policy for vulnerable or outdated components and ensuring the application relies on maintained APIs and underlying models is a maintenance activity.,"","Implement a patching policy to mitigate vulnerable or outdated components. Ensure the application relies on a maintained version of APIs and underlying model.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-029,OWASP_LLM_Top10,Deployment,high,,Encrypting models deployed at AI edge with integrity checks and using vendor attestation APIs to prevent tampered apps is a deployment control.,"","Encrypt models deployed at AI edge with integrity checks and use vendor attestation APIs to prevent tampered apps and models and terminate applications of unrecognized firmware.","LLM03:2025 Supply Chain; OWASP Top 10 for LLM Applications v2.0"
LLM-030,OWASP_LLM_Top10,Implementation,high,,Tracking data origins and transformations and verifying data legitimacy during all model development stages is an implementation control for data poisoning prevention.,"","Track data origins and transformations using tools like OWASP CycloneDX or ML-BOM. Verify data legitimacy during all model development stages.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0; OWASP CycloneDX"
LLM-031,OWASP_LLM_Top10,Implementation,high,,Vetting data vendors rigorously and validating model outputs against trusted sources to detect signs of poisoning is an implementation control.,"","Vet data vendors rigorously and validate model outputs against trusted sources to detect signs of poisoning.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-032,OWASP_LLM_Top10,Implementation,high,,Implementing strict sandboxing to limit model exposure to unverified data sources and using anomaly detection to filter out adversarial data is an implementation control.,"","Implement strict sandboxing to limit model exposure to unverified data sources. Use anomaly detection techniques to filter out adversarial data.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-033,OWASP_LLM_Top10,Implementation,medium,,Tailoring models for different use cases by using specific datasets for fine-tuning is an implementation activity to improve accuracy and reduce poisoning risk.,"","Tailor models for different use cases by using specific datasets for fine-tuning. This helps produce more accurate outputs based on defined goals.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-034,OWASP_LLM_Top10,Implementation,high,,Ensuring sufficient infrastructure controls to prevent the model from accessing unintended data sources is an implementation control.,"","Ensure sufficient infrastructure controls to prevent the model from accessing unintended data sources.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-035,OWASP_LLM_Top10,Implementation,high,,Using data version control (DVC) to track changes in datasets and detect manipulation is crucial for maintaining model integrity during implementation.,"","Use data version control (DVC) to track changes in datasets and detect manipulation. Versioning is crucial for maintaining model integrity.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0; DVC"
LLM-036,OWASP_LLM_Top10,Implementation,medium,,Storing user-supplied information in a vector database to allow adjustments without re-training the entire model is an implementation design choice.,"","Store user-supplied information in a vector database allowing adjustments without re-training the entire model.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
